Easting,Northing,Texture,Description,Elevation,Annual_Rainfall,Hydrology_Category
116836,76285,Peat,Peat soils,143,1765,Poorly Drained
324472,184726,Fine loamy,Brown Earth: Well drained mineral soils,51,1140,Poorly Drained
174224,105663,Clayey,Surface-water Gley: Poorly drained mineral soil,86,1041,Well Drained
216744,151129,Fine loamy,Luvisol: Well drained mineral soils,118.5,969,Well Drained
191718,176656,Fine loamy,Luvisol: Well drained mineral soils,87.9,958,Well Drained
88049,329552,Peat,Peat soils,62,1631,Peat
184166,211868,Peat,Peat soils,60.9,974,Peat
137863,232998,Fine loamy,Brown Earth: Well drained mineral soils,10.9,1150,Well Drained
163592,115257,Peat,Peat soils,241,1337,Poorly Drained
198181,79528,Fine loamy,Brown Earth: Well drained mineral soils,108.3,1211,Well Drained
278607,213525,Fine loamy,Luvisol: Well drained mineral soils,105.6,911,Well Drained
103850,155332,Peat,Peat soils,32,1162,Peat
105380,128962,Fine loamy,Surface-water Gley: Poorly drained mineral soil,95.3,1307,Poorly Drained
258601,194555,Fine loamy,Luvisol: Well drained mineral soils,157,917,Well Drained
198435,398761,Peat,Peat soils,332.1,2026,Peat
235477,158946,Fine loamy,Surface-water Gley: Poorly drained mineral soil,233.1,1025,Well Drained
69942,336092,All,Marine alluvium,0.100000024,1301,AlluvMIN
137794,105923,Fine loamy,Surface-water Gley: Poorly drained mineral soil,113.4,1088,Poorly Drained
223016,103697,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,119,1210,Poorly Drained
230639,318693,Fine loamy,Surface-water Gley: Poorly drained mineral soil,68.7,1141,Poorly Drained
258713,135597,Coarse loamy,Brown Earth: Well drained mineral soils,178.8,1098,Well Drained
163026,127068,Fine loamy,Luvisol: Well drained mineral soils,97.2,970,Well Drained
216593,392793,Loamy,Brown Podzolic: Well drained acid mineral soil,98.5,1345,Poorly Drained
126892,125217,Clayey,Surface-water Gley: Poorly drained mineral soil,108,1184,Poorly Drained
288106,174667,Coarse loamy,Brown Earth: Well drained mineral soils,87.8,845,Well Drained
237334,427031,Peat,Peat soils,178.2,1360,Poorly Drained
194398,405573,Peat,Peat soils,224.5,1852,Peat
104312,38367,Peat,Peat soils,80.7,1528,Poorly Drained
240635,286694,Fine loamy,Brown Earth: Well drained mineral soils,105.8,1006,Well Drained
150069,117778,Clayey,Surface-water Gley: Poorly drained mineral soil,95.9,992,Poorly Drained
217735,253745,Peat,Peat soils,49.4,940,Peat
184492,359720,Coarse loamy,Groundwater Gley: Poorly drained mineral soil,25.6,1256,Poorly Drained
126618,105983,Fine loamy,Surface-water Gley: Poorly drained mineral soil,203.9,1456,Well Drained
88352,102445,Coarse loamy,Brown Earth: Well drained mineral soils,20.8,1357,Poorly Drained
143502,256839,Fine loamy,Brown Earth: Well drained mineral soils,50.2,1146,Poorly Drained
185299,137795,Fine loamy,Luvisol: Well drained mineral soils,105.3,1091,Well Drained
230591,268584,Fine loamy,Luvisol: Well drained mineral soils,75.8,1012,Well Drained
295750,288591,Fine loamy,Brown Earth: Well drained mineral soils,44.5,781,Well Drained
217489,209911,Fine loamy,Luvisol: Well drained mineral soils,85.1,830,Well Drained
266932,151411,Fine loamy,Luvisol: Well drained mineral soils,44.8,964,Well Drained
182544,82575,Fine loamy,Brown Earth: Well drained mineral soils,141.1,1302,Well Drained
246339,302977,Fine loamy,Brown Earth: Well drained mineral soils,127,1056,Well Drained
91486,279524,Peat,Peat soils,260,2335,Poorly Drained
290420,294410,Fine loamy,Brown Earth: Well drained mineral soils,46.9,813,Well Drained
103520,263994,Loamy,Podzols: Well drained acid mineral soil,18.527006,2185,Poorly Drained
155768,326374,Peat,Peat soils,251.6,1835,Peat
114210,44109,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,90,1628,Well Drained
237950,101255,All,River alluvium,67.6,1157,AlluvMIN
210902,323226,Peat,Peat soils,458.1,2044,Peat
149172,311948,Peat,Peat soils,68.5,1321,Well Drained
183356,103548,Fine loamy,Brown Earth: Well drained mineral soils,72.7,1117,Well Drained
219924,315356,Peat,Peat soils,48.8,1186,Peat
249172,311304,Fine loamy,Surface-water Gley: Poorly drained mineral soil,76.7,991,Poorly Drained
196423,174180,Fine loamy,Brown Earth: Well drained mineral soils,158.7,1132,Well Drained
54292,101140,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,116,1895,Well Drained
236444,200456,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,187.6,1238,Well Drained
268339,269353,Fine loamy,Luvisol: Well drained mineral soils,77.1,930,Well Drained
74640,98048,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,3,1357,Poorly Drained
250010,122266,Coarse loamy,Brown Earth: Well drained mineral soils,122.2,1053,Well Drained
146834,80587,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,178.9,1317,Well Drained
39476,75419,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,32,1565,Well Drained
89797,327689,Peat,Peat soils,161,1681,Peat
168935,239490,Fine loamy,Brown Earth: Well drained mineral soils,73.3,1159,Poorly Drained
300164,116577,Fine loamy,Surface-water Gley: Poorly drained mineral soil,78.5,1133,Poorly Drained
165974,392919,Peat,Lithosols: Stony mineral soils often overlying bedrock,43,1543,Poorly Drained
119834,290664,Coarse loamy,Brown Earth: Well drained mineral soils,31.3,1331,Well Drained
219434,161940,Fine loamy,Luvisol: Well drained mineral soils,117.4,910,Well Drained
180562,385250,Peat,Peat soils,136.6,1911,Peat
209074,156140,Fine loamy,Luvisol: Well drained mineral soils,97.6,941,Well Drained
166789,311387,Peat,Peat soils,66.7,1164,Well Drained
298177,232745,Fine loamy,Surface-water Gley: Poorly drained mineral soil,56.4,765,Well Drained
223017,159800,Peat,Peat soils,128.5,875,Well Drained
116275,97912,Peat,Peat soils,162,1624,Peat
165309,85170,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,170.5,1301,Well Drained
193405,142395,Fine loamy,Luvisol: Well drained mineral soils,85.2,1055,Well Drained
165649,228999,Peat,Peat soils,82.5,1130,Poorly Drained
85317,112222,Coarse loamy,Brown Earth: Well drained mineral soils,7.8,1464,Poorly Drained
168968,75311,Fine loamy,Brown Earth: Well drained mineral soils,91,1096,Well Drained
150107,207601,Coarse loamy,Brown Earth: Well drained mineral soils,44.8,1150,Well Drained
186487,331326,Loamy,Surface-water Gley: Poorly drained mineral soil,81.4,1417,Peat
139899,312790,Peat,Peat soils,201,1589,Well Drained
238398,233124,Coarse loamy,Brown Earth: Well drained mineral soils,88,903,Poorly Drained
252122,309024,Fine loamy,Brown Earth: Well drained mineral soils,85.3,1009,Poorly Drained
142209,60417,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,144,1488,Well Drained
146168,41639,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,19,1207,Well Drained
99526,262762,Loamy,Podzols: Well drained acid mineral soil,280.4,2494,Poorly Drained
191982,395911,Peat,Peat soils,190.7,2140,Peat
166292,124051,Clayey,Surface-water Gley: Poorly drained mineral soil,113.9,1039,Poorly Drained
168558,141716,Fine loamy,Luvisol: Well drained mineral soils,78.4,1021,Poorly Drained
194201,388873,Peat,Peat soils,574.3,2952,Peat
203622,81204,Fine loamy,Brown Earth: Well drained mineral soils,126.8,1181,Well Drained
179049,70497,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,10,1051,Well Drained
115263,148266,Fine loamy,Surface-water Gley: Poorly drained mineral soil,29.8,1176,Poorly Drained
209450,417986,Peat,Peat soils,90,1505,Poorly Drained
148942,335771,Coarse loamy,Brown Earth: Well drained mineral soils,4,1167,Well Drained
263232,304315,Fine loamy,Surface-water Gley: Poorly drained mineral soil,119.4,1115,Poorly Drained
265063,188995,Fine loamy,Luvisol: Well drained mineral soils,74.8,903,Well Drained
89826,161237,Peat,Peat soils,35,1147,Peat
84933,105521,Coarse loamy,Brown Earth: Well drained mineral soils,13,1626,Poorly Drained
322391,308114,Fine loamy,Brown Earth: Well drained mineral soils,16.2,898,Well Drained
263970,122959,Fine loamy,Brown Earth: Well drained mineral soils,71.5,1156,Well Drained
266669,212192,Peat,Peat soils,75.4,847,Well Drained
292795,299805,Fine loamy,Brown Earth: Well drained mineral soils,23.7,793,Poorly Drained
138129,308980,Peat,Peat soils,133.8,1485,Well Drained
80725,234387,Peat,Peat soils,18,1432,Peat
68048,73358,Peat,Peat soils,607,3091,Peat
229058,106502,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,263,1407,Poorly Drained
174511,314468,Fine loamy,Luvisol: Well drained mineral soils,95.7,1241,Well Drained
194250,208253,Fine loamy,Luvisol: Well drained mineral soils,69,904,Well Drained
247880,200455,Fine loamy,Luvisol: Well drained mineral soils,108.6,897,Well Drained
284483,107294,Fine loamy,Surface-water Gley: Poorly drained mineral soil,25,875,Poorly Drained
293786,208693,Fine loamy,Luvisol: Well drained mineral soils,140.3,964,Well Drained
201557,211711,Peat,Peat soils,39.1,867,Peat
264291,235123,Fine loamy,Groundwater Gley: Poorly drained mineral soil,74.1,875,Poorly Drained
173784,79591,Fine loamy,Brown Earth: Well drained mineral soils,77.3,1225,Well Drained
254865,316865,Fine loamy,Brown Earth: Well drained mineral soils,101.4,1022,Poorly Drained
191557,238089,Fine loamy,Luvisol: Well drained mineral soils,61.1,976,Well Drained
267433,156402,Fine loamy,Luvisol: Well drained mineral soils,42.4,863,Well Drained
167028,121206,Fine loamy,Luvisol: Well drained mineral soils,178,1285,Well Drained
284016,141856,Fine loamy,Brown Earth: Well drained mineral soils,114,1157,Poorly Drained
258805,301835,Fine loamy,Brown Earth: Well drained mineral soils,202.8,1168,Poorly Drained
206773,332097,Peat,Peat soils,181.7,1505,Poorly Drained
298837,303837,Fine loamy,Brown Earth: Well drained mineral soils,20.8,833,Well Drained
167575,173842,Fine loamy,Brown Earth: Well drained mineral soils,133.6,1410,Well Drained
125100,157421,Fine loamy,Brown Earth: Well drained mineral soils,40.5,1151,Well Drained
69252,66098,Peat,Peat soils,27,1869,Well Drained
105037,132737,Fine loamy,Surface-water Gley: Poorly drained mineral soil,40.6,1202,Poorly Drained
92134,244397,Peat,Peat soils,67.8,1821,Peat
166825,331603,Coarse loamy,Brown Earth: Well drained mineral soils,23,1189,Well Drained
171441,133401,Clayey,Surface-water Gley: Poorly drained mineral soil,96,997,Poorly Drained
199173,153258,Fine loamy,Brown Earth: Well drained mineral soils,161.3,1294,Well Drained
305934,244972,Fine loamy,Surface-water Gley: Poorly drained mineral soil,75.6,816,Poorly Drained
153715,317032,Peat,Peat soils,90.9,1445,Peat
80006,132531,Fine loamy,Surface-water Gley: Poorly drained mineral soil,71.7,1178,Well Drained
147905,142281,Fine loamy,Luvisol: Well drained mineral soils,20.5,954,Well Drained
185864,345460,Peat,Peat soils,198.7,1650,Peat
128558,74772,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,180.6,1426,Well Drained
197535,208323,Fine loamy,Luvisol: Well drained mineral soils,53.6,888,Well Drained
312055,201292,Peat,Lithosols: Stony mineral soils often overlying bedrock,246,1616,Poorly Drained
291458,285225,Fine loamy,Brown Earth: Well drained mineral soils,82.3,842,Well Drained
150476,201382,Fine loamy,Brown Earth: Well drained mineral soils,63.7,1187,Poorly Drained
207460,387033,Peat,Peat soils,170,2100,Peat
260452,126373,Coarse loamy,Brown Earth: Well drained mineral soils,188.2,1218,Poorly Drained
158863,314447,Fine loamy,Luvisol: Well drained mineral soils,66.5,1257,Well Drained
111231,144581,Peat,Peat soils,127.6,1213,Peat
150733,280502,Coarse loamy,Brown Earth: Well drained mineral soils,86.9,1257,Well Drained
221408,264150,Fine loamy,Luvisol: Well drained mineral soils,111.5,1034,Well Drained
188404,224856,Peat,Peat soils,40.6,965,Peat
80426,280242,Peat,Peat soils,23,1336,Well Drained
91489,254051,Peat,Peat soils,99.1,2710,Peat
172519,236227,Coarse loamy,Brown Earth: Well drained mineral soils,82.4,1143,Well Drained
97677,270781,All,River alluvium,30.9,2104,AlluvMIN
284131,108980,Fine loamy,Surface-water Gley: Poorly drained mineral soil,27.1,917,Poorly Drained
175099,386701,Peat,Peat soils,250.9,2049,Peat
141674,141678,Fine loamy,Luvisol: Well drained mineral soils,27.2,962,Well Drained
148214,179652,Loamy,"Rendzinas: Well drained shallow soils with high lime content, derived from limestone",42.3,1154,Poorly Drained
248003,219489,Fine loamy,Luvisol: Well drained mineral soils,82.2,881,Well Drained
118415,46026,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,143,1758,Well Drained
171530,232515,Coarse loamy,Brown Earth: Well drained mineral soils,102.1,1148,Well Drained
126319,225944,Fine loamy,Brown Earth: Well drained mineral soils,43.7,1270,Well Drained
306707,166569,Fine loamy,Brown Earth: Well drained mineral soils,239,1172,Well Drained
149661,292383,Peat,Peat soils,106.2,1282,Peat
176995,176852,Fine loamy,Surface-water Gley: Poorly drained mineral soil,190.4,1178,Poorly Drained
288110,148859,Fine loamy,Brown Earth: Well drained mineral soils,189.8,1226,Well Drained
233955,123276,Fine loamy,Brown Earth: Well drained mineral soils,25.5,1021,Well Drained
243074,140337,Fine loamy,Luvisol: Well drained mineral soils,69.3,894,Poorly Drained
220581,319222,Fine loamy,Surface-water Gley: Poorly drained mineral soil,55.8,1301,Poorly Drained
280027,187441,Fine loamy,Luvisol: Well drained mineral soils,103.1,869,Well Drained
231216,441014,Peat,Lithosols: Stony mineral soils often overlying bedrock,90,1304,Poorly Drained
231327,163205,Fine loamy,Luvisol: Well drained mineral soils,134.7,927,Well Drained
209435,265866,Peat,Peat soils,50,978,Peat
136616,36981,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,103,1238,Well Drained
313397,214944,Peat,Peat soils,562,1946,Peat
134283,257980,Coarse loamy,Brown Earth: Well drained mineral soils,49.8,1183,Well Drained
128170,271935,Fine loamy,Brown Earth: Well drained mineral soils,39.5,1260,Poorly Drained
129993,189056,Fine loamy,Brown Earth: Well drained mineral soils,14.1,1273,Well Drained
260327,160868,Fine loamy,Luvisol: Well drained mineral soils,211.6,1022,Well Drained
238840,293254,Fine loamy,Brown Earth: Well drained mineral soils,85.8,1055,Poorly Drained
236918,211767,Peat,Peat soils,88.8,1001,Poorly Drained
99566,161199,Peat,Peat soils,15.1,1189,Poorly Drained
132479,141240,Fine loamy,Luvisol: Well drained mineral soils,42.5,1069,Poorly Drained
277588,110494,Fine loamy,Groundwater Gley: Poorly drained mineral soil,33.2,955,Well Drained
264768,99524,Coarse loamy,Brown Earth: Well drained mineral soils,32,912,Well Drained
131935,67457,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,168.3,1484,Well Drained
213219,114989,Fine loamy,Brown Earth: Well drained mineral soils,59.4,1083,Poorly Drained
204775,220859,All,River alluvium,38.1,883,AlluvMIN
222379,204225,Fine loamy,Brown Earth: Well drained mineral soils,206.7,1306,Poorly Drained
194867,285658,Fine loamy,Luvisol: Well drained mineral soils,42.2,1075,Poorly Drained
266008,282159,Peat,Peat soils,104.9,977,Peat
276686,235102,Peat,Peat soils,78.8,851,Peat
94559,327330,Peat,Peat soils,188.5,1677,Peat
315477,199002,Peat,Lithosols: Stony mineral soils often overlying bedrock,252,1689,Well Drained
285498,301712,Fine loamy,Luvisol: Well drained mineral soils,57,861,Well Drained
169526,253515,Coarse loamy,Brown Earth: Well drained mineral soils,78,1117,Well Drained
136073,154733,Fine loamy,Luvisol: Well drained mineral soils,17.6,972,Well Drained
264878,152030,Fine loamy,Luvisol: Well drained mineral soils,65.6,914,Well Drained
278963,302173,Fine loamy,Brown Earth: Well drained mineral soils,104.8,966,Well Drained
148642,117832,Fine loamy,Surface-water Gley: Poorly drained mineral soil,127.4,1014,Well Drained
125362,173993,Fine loamy,Surface-water Gley: Poorly drained mineral soil,70.5,1477,Poorly Drained
249532,162139,Fine loamy,Luvisol: Well drained mineral soils,79.5,906,Poorly Drained
192303,146107,Fine loamy,Brown Earth: Well drained mineral soils,121.7,1100,Well Drained
137613,309542,Peat,Peat soils,123.8,1518,Poorly Drained
242030,442816,Peat,Peat soils,167,1416,Peat
163231,169640,Fine loamy,Brown Earth: Well drained mineral soils,106.9,1253,Well Drained
249432,268002,Fine loamy,Luvisol: Well drained mineral soils,110.4,987,Well Drained
226035,124098,Fine loamy,Brown Earth: Well drained mineral soils,24.1,1102,Well Drained
200243,413891,Peat,Peat soils,104.7,2046,Peat
132430,47570,Coarse loamy,Brown Podzolic: Well drained acid mineral soil,88.8,1596,Well Drained
127605,301892,Peat,Lithosols: Stony mineral soils often overlying bedrock,146.5,1235,Poorly Drained
260479,319958,Peat,Peat soils,96.4,1017,Peat
281378,217683,All,River alluvium,79.3,880,AlluvMIN
104174,304606,Loamy,Podzols: Well drained acid mineral soil,241,2061,Poorly Drained
104197,299176,Loamy,Podzols: Well drained acid mineral soil,51.6,1627,Poorly Drained
246393,105562,Fine loamy,Brown Earth: Well drained mineral soils,130,1173,Well Drained
129925,317320,Peat,Peat soils,29.1,1215,Peat
232956,104195,Fine loamy,Brown Earth: Well drained mineral soils,134.7,1315,Well Drained
199981,331138,Clayey,Surface-water Gley: Poorly drained mineral soil,209.8,1584,Poorly Drained
92057,276218,Peat,Peat soils,220,2015,Poorly Drained
161914,185008,Fine loamy,Surface-water Gley: Poorly drained mineral soil,43,1049,Poorly Drained
165585,213226,Coarse loamy,Brown Earth: Well drained mineral soils,88.4,1201,Well Drained
272900,339333,Fine loamy,Brown Earth: Well drained mineral soils,40.3,886,Peat
177206,325178,Clayey,Surface-water Gley: Poorly drained mineral soil,82.4,1257,Poorly Drained
80245,90528,Coarse loamy,Brown Earth: Well drained mineral soils,73,1630,Well Drained
109618,185304,Fine loamy,Surface-water Gley: Poorly drained mineral soil,22.6,1298,Well Drained
